ApplStandard,Brand,climate_class,Country,high_efficiency,Model No,Family Name,N-Standard,Sold_in,Submit_ID,SubmitStatus,Temp_Class,total_dis_area,total_energy_cons,type,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Type,Efficiency (kWh/24h/m²),Length,Climate Class,Depth,Cabinet Description,Total Energy Consumption(kWh/24h),Cabinet Type,Star Rating,Energy Efficiency Index,Width,Net Volume,Height,Duty Type,Product Class Number
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,SKOPE,N/A,China,N/A,PG11.UBR.1.*****,PG11.UBR.1.*****,EN 16825:2016,"Australia,Fiji,New Zealand",157147,Approved,M1,-,N/A,N/A,2029-01-20,,,Available,http://www.skope.co.nz/,https://www.skope.com/,N/A,N/A,835.0,4,700.0,Storage Refrigerator Horizontal,1.42,Refrigerated Storage Cabinet (RSC),6.0,27.200352665193726,N/A,45.2,850.0,HD,3
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,SKOPE,N/A,China,N/A,PG11.UBR.2.SD,PG11.UBR.2.**-*****,EN 16825:2016,"Australia,Fiji,New Zealand",157268,Approved,M1,-,N/A,N/A,2029-01-17,,,Available,http://www.skope.co.nz/,https://www.skope.com/,N/A,N/A,1290.0,4,700.0,Storage Refrigerator Horizontal,1.64,Refrigerated Storage Cabinet (RSC),7.0,26.419624493542955,N/A,186.2,850.0,HD,3
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,SKOPE,N/A,China,N/A,PG11.UBR.2.SD.RH,PG11.UBR.2.**-*****,EN 16825:2016,"Australia,Fiji,New Zealand",157268,Approved,M1,-,N/A,N/A,2029-01-17,,,Available,http://www.skope.co.nz/,https://www.skope.com/,N/A,N/A,1290.0,4,700.0,Storage Refrigerator Horizontal,1.64,Refrigerated Storage Cabinet (RSC),7.0,26.419624493542955,N/A,186.2,850.0,HD,3
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,SKOPE,N/A,China,N/A,PG11.UBR.2.**-*****,PG11.UBR.2.**-*****,EN 16825:2016,"Australia,Fiji,New Zealand",157268,Approved,M1,-,N/A,N/A,2029-01-17,,,Available,http://www.skope.co.nz/,https://www.skope.com/,N/A,N/A,1290.0,4,700.0,Storage Refrigerator Horizontal,1.64,Refrigerated Storage Cabinet (RSC),7.0,26.419624493542955,N/A,186.2,850.0,HD,3
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Oscartielle,N/A,Italy,N/A,VISION P85H150 DOORS - 2500,,ISO 23953:2015,"Australia,New Zealand",157269,Approved,M1,3.639,N/A,N/A,2028-10-15,,,Available,http://www.arneg.com.au/,,N/A,N/A,2500.0,3,865.0,Integral Refrigerated Vertical Cabinets,13.12,Refrigerated Display Cabinet (RDC),6.0,31.072375899962108,N/A,-,1550.0,IVC3,7
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,SKOPE,N/A,China,N/A,PG11.UBR.2.D4,PG11.UBR.2.**-*****,EN 16825:2016,"Australia,Fiji,New Zealand",157270,Approved,M1,-,N/A,N/A,2029-01-17,,,Available,http://www.skope.co.nz/,https://www.skope.com/,N/A,N/A,1290.0,4,700.0,Storage Refrigerator Horizontal,1.79,Refrigerated Storage Cabinet (RSC),6.0,31.143344709897608,N/A,120.5,850.0,HD,3
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,SKOPE,N/A,China,N/A,PG11.UBR.2.D4.RH,PG11.UBR.2.**-*****,EN 16825:2016,"Australia,Fiji,New Zealand",157270,Approved,M1,-,N/A,N/A,2029-01-17,,,Available,http://www.skope.co.nz/,https://www.skope.com/,N/A,N/A,1290.0,4,700.0,Storage Refrigerator Horizontal,1.79,Refrigerated Storage Cabinet (RSC),6.0,31.143344709897608,N/A,120.5,850.0,HD,3
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,SKOPE,N/A,China,N/A,PG11.UBR.2.**-*****,PG11.UBR.2.**-*****,EN 16825:2016,"Australia,Fiji,New Zealand",157270,Approved,M1,-,N/A,N/A,2029-01-17,,,Available,http://www.skope.co.nz/,https://www.skope.com/,N/A,N/A,1290.0,4,700.0,Storage Refrigerator Horizontal,1.79,Refrigerated Storage Cabinet (RSC),6.0,31.143344709897608,N/A,120.5,850.0,HD,3
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,SKOPE,N/A,China,N/A,PG11.UBR.2.D6,PG11.UBR.2.**-*****,EN 16825:2016,"Australia,Fiji,New Zealand",157271,Approved,M1,-,N/A,N/A,2029-01-17,,,Available,http://www.skope.co.nz/,https://www.skope.com/,N/A,N/A,1290.0,4,700.0,Storage Refrigerator Horizontal,2.1,Refrigerated Storage Cabinet (RSC),5.0,37.932024228987686,N/A,90.3,850.0,HD,3
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,SKOPE,N/A,China,N/A,PG11.UBR.2.D6.RH,PG11.UBR.2.**-*****,EN 16825:2016,"Australia,Fiji,New Zealand",157271,Approved,M1,-,N/A,N/A,2029-01-17,,,Available,http://www.skope.co.nz/,https://www.skope.com/,N/A,N/A,1290.0,4,700.0,Storage Refrigerator Horizontal,2.1,Refrigerated Storage Cabinet (RSC),5.0,37.932024228987686,N/A,90.3,850.0,HD,3
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,SKOPE,N/A,China,N/A,PG11.UBR.2.**-*****,PG11.UBR.2.**-*****,EN 16825:2016,"Australia,Fiji,New Zealand",157271,Approved,M1,-,N/A,N/A,2029-01-17,,,Available,http://www.skope.co.nz/,https://www.skope.com/,N/A,N/A,1290.0,4,700.0,Storage Refrigerator Horizontal,2.1,Refrigerated Storage Cabinet (RSC),5.0,37.932024228987686,N/A,90.3,850.0,HD,3
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,SKOPE,N/A,China,N/A,PG11.UBR.3.SD,PG11.UBR.3.**-**-*****,EN 16825:2016,"Australia,Fiji,New Zealand",157272,Approved,M1,-,N/A,N/A,2029-01-17,,,Available,http://www.skope.co.nz/,https://www.skope.com/,N/A,N/A,1750.0,4,700.0,Storage Refrigerator Horizontal,2.49,Refrigerated Storage Cabinet (RSC),5.0,36.3015805177324,N/A,279.3,850.0,HD,3
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,SKOPE,N/A,China,N/A,PG11.UBR.3.SD.RH,PG11.UBR.3.**-**-*****,EN 16825:2016,"Australia,Fiji,New Zealand",157272,Approved,M1,-,N/A,N/A,2029-01-17,,,Available,http://www.skope.co.nz/,https://www.skope.com/,N/A,N/A,1750.0,4,700.0,Storage Refrigerator Horizontal,2.49,Refrigerated Storage Cabinet (RSC),5.0,36.3015805177324,N/A,279.3,850.0,HD,3
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,SKOPE,N/A,China,N/A,PG11.UBR.3.**-**-*****,PG11.UBR.3.**-**-*****,EN 16825:2016,"Australia,Fiji,New Zealand",157272,Approved,M1,-,N/A,N/A,2029-01-17,,,Available,http://www.skope.co.nz/,https://www.skope.com/,N/A,N/A,1750.0,4,700.0,Storage Refrigerator Horizontal,2.49,Refrigerated Storage Cabinet (RSC),5.0,36.3015805177324,N/A,279.3,850.0,HD,3
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,SKOPE,N/A,China,N/A,PG11.UBR.3.D6,PG11.UBR.3.**-**-*****,EN 16825:2016,"Australia,Fiji,New Zealand",157273,Approved,M1,-,N/A,N/A,2029-01-20,,,Available,http://www.skope.co.nz/,https://www.skope.com/,N/A,N/A,1750.0,4,700.0,Storage Refrigerator Horizontal,2.68,Refrigerated Storage Cabinet (RSC),5.0,43.44292509181992,N/A,180.7,850.0,HD,3
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,SKOPE,N/A,China,N/A,PG11.UBR.3.D6.RH,PG11.UBR.3.**-**-*****,EN 16825:2016,"Australia,Fiji,New Zealand",157273,Approved,M1,-,N/A,N/A,2029-01-20,,,Available,http://www.skope.co.nz/,https://www.skope.com/,N/A,N/A,1750.0,4,700.0,Storage Refrigerator Horizontal,2.68,Refrigerated Storage Cabinet (RSC),5.0,43.44292509181992,N/A,180.7,850.0,HD,3
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,SKOPE,N/A,China,N/A,PG11.UBR.3.**-**-*****,PG11.UBR.3.**-**-*****,EN 16825:2016,"Australia,Fiji,New Zealand",157273,Approved,M1,-,N/A,N/A,2029-01-20,,,Available,http://www.skope.co.nz/,https://www.skope.com/,N/A,N/A,1750.0,4,700.0,Storage Refrigerator Horizontal,2.68,Refrigerated Storage Cabinet (RSC),5.0,43.44292509181992,N/A,180.7,850.0,HD,3
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,SKOPE,N/A,China,N/A,PG11.UBR.3.D9,PG11.UBR.3.**-**-*****,EN 16825:2016,"Australia,Fiji,New Zealand",157274,Approved,M1,-,N/A,N/A,2029-01-17,,,Available,http://www.skope.co.nz/,https://www.skope.com/,N/A,N/A,1750.0,4,700.0,Storage Refrigerator Horizontal,3.14,Refrigerated Storage Cabinet (RSC),4.0,53.65134350716225,N/A,135.5,850.0,HD,3
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,SKOPE,N/A,China,N/A,PG11.UBR.3.D9.RH,PG11.UBR.3.**-**-*****,EN 16825:2016,"Australia,Fiji,New Zealand",157274,Approved,M1,-,N/A,N/A,2029-01-17,,,Available,http://www.skope.co.nz/,https://www.skope.com/,N/A,N/A,1750.0,4,700.0,Storage Refrigerator Horizontal,3.14,Refrigerated Storage Cabinet (RSC),4.0,53.65134350716225,N/A,135.5,850.0,HD,3
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,SKOPE,N/A,China,N/A,PG11.UBR.3.**-**-*****,PG11.UBR.3.**-**-*****,EN 16825:2016,"Australia,Fiji,New Zealand",157274,Approved,M1,-,N/A,N/A,2029-01-17,,,Available,http://www.skope.co.nz/,https://www.skope.com/,N/A,N/A,1750.0,4,700.0,Storage Refrigerator Horizontal,3.14,Refrigerated Storage Cabinet (RSC),4.0,53.65134350716225,N/A,135.5,850.0,HD,3
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,SKOPE,N/A,China,N/A,PG11.UBR.4.SD,PG11.UBR.4.**-**-**-*****,EN 16825:2016,"Australia,Fiji,New Zealand",157275,Approved,M1,-,N/A,N/A,2029-01-20,,,Available,http://www.skope.co.nz/,https://www.skope.com/,N/A,N/A,2210.0,4,700.0,Storage Refrigerator Horizontal,3.19,Refrigerated Storage Cabinet (RSC),5.0,42.46755709877669,N/A,372.5,850.0,HD,3
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,SKOPE,N/A,China,N/A,PG11.UBR.4.SD.RH,PG11.UBR.4.**-**-**-*****,EN 16825:2016,"Australia,Fiji,New Zealand",157275,Approved,M1,-,N/A,N/A,2029-01-20,,,Available,http://www.skope.co.nz/,https://www.skope.com/,N/A,N/A,2210.0,4,700.0,Storage Refrigerator Horizontal,3.19,Refrigerated Storage Cabinet (RSC),5.0,42.46755709877669,N/A,372.5,850.0,HD,3
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,SKOPE,N/A,China,N/A,PG11.UBR.4.**-**-**-*****,PG11.UBR.4.**-**-**-*****,EN 16825:2016,"Australia,Fiji,New Zealand",157275,Approved,M1,-,N/A,N/A,2029-01-20,,,Available,http://www.skope.co.nz/,https://www.skope.com/,N/A,N/A,2210.0,4,700.0,Storage Refrigerator Horizontal,3.19,Refrigerated Storage Cabinet (RSC),5.0,42.46755709877669,N/A,372.5,850.0,HD,3
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,SKOPE,N/A,China,N/A,PG11.UBR.4.D8,PG11.UBR.4.**-**-**-*****,EN 16825:2016,"Australia,Fiji,New Zealand",157276,Approved,M1,-,N/A,N/A,2029-01-17,,,Available,http://www.skope.co.nz/,https://www.skope.com/,N/A,N/A,2210.0,4,700.0,Storage Refrigerator Horizontal,3.37,Refrigerated Storage Cabinet (RSC),4.0,51.13489918935772,N/A,240.9,850.0,HD,3
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,SKOPE,N/A,China,N/A,PG11.UBR.4.D8.RH,PG11.UBR.4.**-**-**-*****,EN 16825:2016,"Australia,Fiji,New Zealand",157276,Approved,M1,-,N/A,N/A,2029-01-17,,,Available,http://www.skope.co.nz/,https://www.skope.com/,N/A,N/A,2210.0,4,700.0,Storage Refrigerator Horizontal,3.37,Refrigerated Storage Cabinet (RSC),4.0,51.13489918935772,N/A,240.9,850.0,HD,3
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,SKOPE,N/A,China,N/A,PG11.UBR.4.**-**-**-*****,PG11.UBR.4.**-**-**-*****,EN 16825:2016,"Australia,Fiji,New Zealand",157276,Approved,M1,-,N/A,N/A,2029-01-17,,,Available,http://www.skope.co.nz/,https://www.skope.com/,N/A,N/A,2210.0,4,700.0,Storage Refrigerator Horizontal,3.37,Refrigerated Storage Cabinet (RSC),4.0,51.13489918935772,N/A,240.9,850.0,HD,3
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,SKOPE,N/A,China,N/A,PG11.UBR.4.D12,PG11.UBR.4.**-**-**-*****,EN 16825:2016,"Australia,Fiji,New Zealand",157277,Approved,M1,-,N/A,N/A,2029-01-17,,,Available,http://www.skope.co.nz/,https://www.skope.com/,N/A,N/A,2210.0,4,700.0,Storage Refrigerator Horizontal,3.91,Refrigerated Storage Cabinet (RSC),3.0,63.38128250336415,N/A,180.7,850.0,HD,3
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,SKOPE,N/A,China,N/A,PG11.UBR.4.D12.RH,PG11.UBR.4.**-**-**-*****,EN 16825:2016,"Australia,Fiji,New Zealand",157277,Approved,M1,-,N/A,N/A,2029-01-17,,,Available,http://www.skope.co.nz/,https://www.skope.com/,N/A,N/A,2210.0,4,700.0,Storage Refrigerator Horizontal,3.91,Refrigerated Storage Cabinet (RSC),3.0,63.38128250336415,N/A,180.7,850.0,HD,3
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,SKOPE,N/A,China,N/A,PG11.UBR.4.**-**-**-*****,PG11.UBR.4.**-**-**-*****,EN 16825:2016,"Australia,Fiji,New Zealand",157277,Approved,M1,-,N/A,N/A,2029-01-17,,,Available,http://www.skope.co.nz/,https://www.skope.com/,N/A,N/A,2210.0,4,700.0,Storage Refrigerator Horizontal,3.91,Refrigerated Storage Cabinet (RSC),3.0,63.38128250336415,N/A,180.7,850.0,HD,3
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,SKOPE,N/A,China,N/A,PG11.CBR.1.D2,,EN 16825:2016,"Australia,Fiji,New Zealand",157278,Approved,M1,-,N/A,N/A,2029-01-17,,,Available,http://www.skope.co.nz/,https://www.skope.com/,N/A,N/A,925.0,4,815.0,Storage Refrigerator Horizontal,2.55,Refrigerated Storage Cabinet (RSC),4.0,48.98374839483822,N/A,43.1,610.0,HD,3
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,SKOPE,N/A,China,N/A,PG21.CBR.2.D4,,EN 16825:2016,"Australia,Fiji,New Zealand",157279,Approved,M1,-,N/A,N/A,2029-01-20,,,Available,http://www.skope.co.nz/,https://www.skope.com/,N/A,N/A,1840.0,4,815.0,Storage Refrigerator Horizontal,5.0,Refrigerated Storage Cabinet (RSC),2.0,87.3009418934498,N/A,117.6,610.0,HD,3
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,SALTAS,N/A,China,N/A,MDS2500,,ISO 23953:2015,Australia,157281,Approved,M2,5.13,N/A,N/A,2028-10-18,,,Available,https://www.internationalcatering.com.au/,,N/A,N/A,2560.0,3,740.0,Integral Refrigerated Vertical Cabinets,10.65,Refrigerated Display Cabinet (RDC),8.0,19.0918333267848,N/A,-,2010.0,IVC4,7
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,SALTAS,N/A,China,N/A,MDS1875,,ISO 23953:2015,Australia,157282,Approved,M2,4.13,N/A,N/A,2028-10-15,,,Available,https://www.internationalcatering.com.au/,,N/A,N/A,1935.0,3,740.0,Integral Refrigerated Vertical Cabinets,8.48,Refrigerated Display Cabinet (RDC),8.0,18.165076126998247,N/A,-,2010.0,IVC4,7
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Huxford,N/A,China,N/A,HPM600,,ISO 23953:2015,"Australia,Fiji,New Zealand",156633,Approved,M1,0.879,N/A,N/A,2028-10-16,,,Unavailable,http://www.huxford.com.au/,http://www.huxford.com.au/,N/A,N/A,756.0,3,733.0,Integral Refrigerated Vertical Cabinets,2.0,Refrigerated Display Cabinet (RDC),10.0,11.690437222352115,N/A,-,2200.0,IVC4,7
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,JBG-2 Sp. z o.o.,N/A,Poland,N/A,LDLH382500-0062-0,,ISO 23953:2015,"Australia,Fiji,New Zealand",157485,Approved,M1,1.84,N/A,N/A,2028-10-29,,,Available,,https://jbg2.com/,N/A,N/A,2500.0,3,1115.0,Remote Refrigerated Horizontal Cabinets,9.3,Refrigerated Display Cabinet (RDC),2.0,91.71597633136095,N/A,-,1170.0,RHC7,12
Energy Efficiency (Energy Using Products) Amendment Regulations 2020 Schedule 2B,SKOPE,N/A,New Zealand,N/A,OD400CUS-23316,,ISO 23953:2015,"Australia,Fiji,New Zealand",157552,Approved,M1,0.84,N/A,N/A,2123-10-03,,,Available,http://www.skope.co.nz/,https://www.skope.com/,N/A,N/A,905.0,3,623.0,Integral Refrigerated Vertical Cabinets,6.2,Refrigerated Display Cabinet (RDC),2.0,83.5,N/A,-,1250.0,IVC1,7
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,AUSTUNE,N/A,China,N/A,AGR3-1800,,ISO 23953:2015,"Australia,Fiji,New Zealand",157571,Approved,M2,3.62,N/A,N/A,2028-11-15,,,Available,http://www.austunerefrigeration.com,http://www.austunecommercial.com/,N/A,N/A,1800.0,3,780.0,Integral Refrigerated Vertical Cabinets,8.0,Refrigerated Display Cabinet (RDC),8.0,19.028590457161886,N/A,-,2010.0,IVC4,7
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,SKIPIO,4L1,China,N/A,SGF-35B,SGF-35,ISO 23953,"Australia,Fiji,New Zealand",157596,Approved,L1,0.91,24.535,VF4 (b) - Glass Door (MEPS),2029-01-29,,,Available,http://www.skipio.com.au,https://skipio.com.au,Self-contained,33.2002706359946,1005.0,3,750.0,Integral Freezer Vertical,24.535,Refrigerated Display Cabinet (RDC),1.0,129.28708861197998,1005.0,-,2110.0,IVF4,8
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,SKIPIO,4L1,China,N/A,SGF-35,SGF-35,ISO 23953,"Australia,Fiji,New Zealand",157596,Approved,L1,0.91,24.535,VF4 (b) - Glass Door (MEPS),2029-01-29,,,Available,http://www.skipio.com.au,https://skipio.com.au,Self-contained,33.2002706359946,1005.0,3,750.0,Integral Freezer Vertical,24.535,Refrigerated Display Cabinet (RDC),1.0,129.28708861197998,1005.0,-,2110.0,IVF4,8
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,ICQUBE,N/A,China,N/A,ICQ-F01,,ISO 23953:2015,Australia,157673,Approved,L2,3.92,N/A,N/A,2028-11-04,,,Unavailable,,,N/A,N/A,1260.0,3,780.0,Integral Freezer Vertical,26.712,Refrigerated Display Cabinet (RDC),6.0,34.92781671722984,N/A,-,1980.0,IVF4,8
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,SKIPIO,N/A,China,N/A,SB900-3RD,,ISO 23953:2015,"Australia,New Zealand",157744,Approved,M2,1.109,N/A,N/A,2029-04-11,,,Available,http://www.skipio.com.au,https://skipio.com.au,N/A,N/A,900.0,3,700.0,Integral Refrigerated Vertical Cabinets,11.89,Refrigerated Display Cabinet (RDC),3.0,61.92390231095435,N/A,-,1260.0,IVC4,7
Energy Efficiency (Energy Using Products) Amendment Regulations 2020 Schedule 2B,HUSSMANN,N/A,China,N/A,ACM316-6M,ACM316-6M,ISO 23953:2015,New Zealand,157762,Approved,M1,6.78,N/A,N/A,2123-10-16,,,Available,,http://www.hussmann.com,N/A,N/A,3750.0,3,1084.0,Remote Refrigerated Vertical Cabinets,48.165,Refrigerated Display Cabinet (RDC),3.0,68.0,N/A,-,2060.0,RVC1,14
Energy Efficiency (Energy Using Products) Amendment Regulations 2020 Schedule 2B,HUSSMANN,N/A,China,N/A,ACM316-6B,ACM316-6M,ISO 23953:2015,New Zealand,157762,Approved,M1,6.78,N/A,N/A,2123-10-16,,,Available,,http://www.hussmann.com,N/A,N/A,3750.0,3,1084.0,Remote Refrigerated Vertical Cabinets,48.165,Refrigerated Display Cabinet (RDC),3.0,68.0,N/A,-,2060.0,RVC1,14
Energy Efficiency (Energy Using Products) Amendment Regulations 2020 Schedule 2B,HUSSMANN,N/A,China,N/A,ACM316-6P,ACM316-6P,ISO 23953:2015,New Zealand,157763,Approved,M1,6.78,N/A,N/A,2123-10-16,,,Available,,http://www.hussmann.com,N/A,N/A,3750.0,3,1084.0,Remote Refrigerated Vertical Cabinets,46.71,Refrigerated Display Cabinet (RDC),3.0,66.0,N/A,-,2060.0,RVC1,14
Energy Efficiency (Energy Using Products) Amendment Regulations 2020 Schedule 2B,HUSSMANN,N/A,China,N/A,ACM316-6PVA,ACM316-6P,ISO 23953:2015,New Zealand,157763,Approved,M1,6.78,N/A,N/A,2123-10-16,,,Available,,http://www.hussmann.com,N/A,N/A,3750.0,3,1084.0,Remote Refrigerated Vertical Cabinets,46.71,Refrigerated Display Cabinet (RDC),3.0,66.0,N/A,-,2060.0,RVC1,14
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Arneg,N/A,Italy,N/A,LIPSIA 4 ASO 100/218 250S23050,,ISO 23953:2015,"Australia,New Zealand",157795,Approved,H1,4.968,N/A,N/A,2028-11-07,,,Available,http://www.arneg.com.au/,,N/A,N/A,2500.0,3,992.0,Remote Refrigerated Vertical Cabinets,10.03,Refrigerated Display Cabinet (RDC),8.0,18.462279398971727,N/A,-,2169.0,RVC4,14
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Polar Refrigeration,N/A,China,N/A,GK068-A,,EN 16838:2016,"Australia,Fiji,New Zealand",157798,Approved,L3,0.22,N/A,N/A,2029-05-16,,,Available,http://www.nisbets.com.au/,http://www.nisbets.com.au/brand/Polar,N/A,N/A,735.0,4,867.0,Gelato Scooping Cabinet,4.765,Scooping Cabinet,6.0,27.885065543071157,N/A,-,373.0,GF1,6
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,WILLIAMS REFRIGERATION,N/A,Australia,N/A,HCM2UGBHC,,ISO 23953:2015,"Australia,Fiji,New Zealand",157801,Approved,M1,0.48,N/A,N/A,2028-11-11,,,Available,http://www.williamsref.com.au/,https://www.williams-refrigeration.com.au/,N/A,N/A,1497.0,3,650.0,Integral Refrigerated Vertical Cabinets,1.568,Refrigerated Display Cabinet (RDC),10.0,11.657261657261657,N/A,-,730.0,IVC4,7
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,WILLIAMS REFRIGERATION,N/A,Australia,N/A,HCM4UGBHC,,ISO 23953:2015,"Australia,Fiji,New Zealand",157802,Approved,M1,0.95,N/A,N/A,2028-11-07,,,Available,http://www.williamsref.com.au/,https://www.williams-refrigeration.com.au/,N/A,N/A,2537.0,3,650.0,Integral Refrigerated Vertical Cabinets,3.509,Refrigerated Display Cabinet (RDC),8.0,19.7802350499929,N/A,-,730.0,IVC4,7
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,WILLIAMS REFRIGERATION,N/A,Australia,N/A,HCM3UGBHC,,ISO 23953:2015,"Australia,Fiji,New Zealand",157803,Approved,M1,0.71,N/A,N/A,2028-11-11,,,Available,http://www.williamsref.com.au/,https://www.williams-refrigeration.com.au/,N/A,N/A,2017.0,3,650.0,Integral Refrigerated Vertical Cabinets,2.166,Refrigerated Display Cabinet (RDC),9.0,13.945106932146897,N/A,-,730.0,IVC4,7
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Robinhood,N/A,China,N/A,RBCA171BUB,,ISO 23953:2015,"Australia,New Zealand",157815,Approved,H1,0.418,N/A,N/A,2029-02-18,,,Available,,http://www.robinhood.com.au/,N/A,N/A,595.0,3,570.0,Integral Refrigerated Vertical Glass Door Cabinet intended for display of non-perishable beverages,1.348,Refrigerated Display Cabinet (RDC),5.0,42.22184139497023,570.0,-,865.0,IVC4M2,11
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,WILLIAMS REFRIGERATION,N/A,Australia,N/A,HC2UGBHC,,ISO 23953:2015,"Australia,Fiji,New Zealand",157819,Approved,M1,0.65,N/A,N/A,2028-11-12,,,Available,http://www.williamsref.com.au/,https://www.williams-refrigeration.com.au/,N/A,N/A,1497.0,3,650.0,Integral Refrigerated Vertical Cabinets,2.42,Refrigerated Display Cabinet (RDC),8.0,16.11720141301492,N/A,-,930.0,IVC4,7
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,WILLIAMS REFRIGERATION,N/A,Australia,N/A,HC3UGBHC,,ISO 23953:2015,"Australia,Fiji,New Zealand",157820,Approved,M1,0.97,N/A,N/A,2028-11-11,,,Available,http://www.williamsref.com.au/,https://www.williams-refrigeration.com.au/,N/A,N/A,2017.0,3,650.0,Integral Refrigerated Vertical Cabinets,3.229,Refrigerated Display Cabinet (RDC),8.0,18.017529247251026,N/A,-,930.0,IVC4,7
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,WILLIAMS REFRIGERATION,N/A,Australia,N/A,HC4UGBHC,,ISO 23953:2015,"Australia,Fiji,New Zealand",157821,Approved,M1,1.29,N/A,N/A,2028-11-11,,,Available,http://www.williamsref.com.au/,https://www.williams-refrigeration.com.au/,N/A,N/A,2537.0,3,650.0,Integral Refrigerated Vertical Cabinets,4.29,Refrigerated Display Cabinet (RDC),8.0,20.586414031655632,N/A,-,930.0,IVC4,7
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,EPTA,N/A,"Italy,Thailand",N/A,MULTIFRESH PLUS MODULAR 125,MULTIFRESH PLUS MODULAR 125,ISO 23953:2015,"Australia,Fiji,New Zealand",157827,Approved,M0,1.788,N/A,N/A,2028-11-18,,,Available,https://www.eptarefrigeration.com/it,http://www.iarp-plugin.com/it,N/A,N/A,1330.0,3,880.0,Integral Refrigerated Vertical Cabinets,6.22,Refrigerated Display Cabinet (RDC),7.0,24.498811910676405,N/A,-,2050.0,IVC4,7
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,EPTA,N/A,"Italy,Thailand",N/A,TANGO NEXT NARROW 125,MULTIFRESH PLUS MODULAR 125,ISO 23953:2015,"Australia,Fiji,New Zealand",157827,Approved,M0,1.788,N/A,N/A,2028-11-18,,,Available,https://www.eptarefrigeration.com/it,http://www.iarp-plugin.com/it,N/A,N/A,1330.0,3,880.0,Integral Refrigerated Vertical Cabinets,6.22,Refrigerated Display Cabinet (RDC),7.0,24.498811910676405,N/A,-,2050.0,IVC4,7
